,mfccs 0 mean,mfccs 0 std,mfccs 1 mean,mfccs 1 std,mfccs 2 mean,mfccs 2 std,mfccs 3 mean,mfccs 3 std,mfccs 4 mean,mfccs 4 std,mfccs 5 mean,mfccs 5 std,mfccs 6 mean,mfccs 6 std,mfccs 7 mean,mfccs 7 std,mfccs 8 mean,mfccs 8 std,mfccs 9 mean,mfccs 9 std,mfccs 10 mean,mfccs 10 std,mfccs 11 mean,mfccs 11 std,mfccs 12 mean,mfccs 12 std,rms mean,rms std,rms skew,zrate mean,zrate std,zrate skew,cent mean,cent std,cent skew,flat mean,flat std,flat skew,rolloff mean,rolloff std,rolloff skew,mel mean,mel std,mel skew,chroma 0 mean,chroma 0 std,chroma 1 mean,chroma 1 std,chroma 2 mean,chroma 2 std,chroma 3 mean,chroma 3 std,chroma 4 mean,chroma 4 std,chroma 5 mean,chroma 5 std,chroma 6 mean,chroma 6 std,chroma 7 mean,chroma 7 std,chroma 8 mean,chroma 8 std,chroma 9 mean,chroma 9 std,chroma 10 mean,chroma 10 std,chroma 11 mean,chroma 11 std,Engaged
0,-459.6763912193737,112.41198453432177,-7.90330154545849,26.914209234113407,6.941855609253148,-3.288436045018779,-16.407873585506852,-6.384707844805057,-11.782113536538928,-7.337645536693798,-5.91520706471622,1.325929140353526,0.0670762449770691,60.38427773679211,27.339304294683423,28.42046473215357,20.90394212387596,13.784712239158495,14.235252696294955,13.033443732147003,12.596261490053761,10.470594201284808,11.433585548347718,8.376512778446607,9.253521546909246,7.596954447423441,0.009354165430049997,0.0085779034059434,0.9921291234091355,0.0709083686440678,0.04559274493818016,2.1728717066083045,1733.886441165616,656.223933991376,1.5440934356170668,0.013531952057636885,0.027253462720439672,5.304676310679011,3559.8445051807466,1575.9658754643572,0.9143417889205537,0.03705637887736294,0.5206167218357143,5.6581868838118226,0.29331698375342186,0.24364610406994927,0.19556927467524543,0.16598214005970577,0.19254312699497667,0.17437673231894452,0.174482648914666,0.18653568780464475,0.29927372269997404,0.38171412518904735,0.3595816169322949,0.3010403675872271,0.14420870454000384,0.13957826542774712,0.1110381145813025,0.0830015253542614,0.09645550181796832,0.09618565592623506,0.07856919064989552,0.07713492097143616,0.1580663208222759,0.1920551523966266,0.1405604773914456,0.1705496067797778,1.0
0,-455.13819547601213,109.95085788683417,-7.2609341594832575,30.727188072103484,0.013366991395330713,-4.688460707696613,-10.64043193841201,-5.984657524433231,-18.078068807660333,-7.084982119705587,-9.89359616029098,1.2900564430606525,-3.0832840989318484,55.40146098230265,29.902209827881187,24.021593560858673,24.145273174988244,14.958440155809978,17.74434194859559,14.483209495786705,12.2211283271818,14.064562714094997,9.559593157839247,7.943921725399672,9.637216322651932,9.264281085744065,0.00900340892909155,0.0062870441871467906,0.5092942713715607,0.07014369419642857,0.05338708147358613,2.1471633856458268,1729.7663572022386,684.2324370149773,1.3795982071710982,0.012628762761467321,0.023778603412542954,2.981853348387408,3507.6357421875,1545.6964532164757,0.6229254511380224,0.027848773441639087,0.29908904645471635,6.318333279455893,0.19203861981376708,0.17905579629728088,0.16266922488991264,0.15323432948607724,0.13966210399561085,0.11645917957051609,0.13840330023385847,0.2409658432542378,0.43701641082708226,0.46357375417415936,0.3421743217413079,0.1989038247710198,0.1330250877900795,0.11639058933451654,0.10982647969258637,0.07571224538936494,0.10408942637038131,0.0757478482671078,0.08582099118579205,0.1182341420511903,0.19742470416825694,0.16840182704980433,0.17792783131087464,0.14950714583324767,1.0
0,-513.4203896900532,115.0904662719002,-3.3568644914049695,19.346071881092012,6.042960363552027,-2.525364929965035,-12.431475341298285,0.4928871921837679,-11.755548699117229,-2.4561533904759423,-9.264976467068308,2.8917251850690584,-0.07127267610690943,60.42663237340126,25.809945734749853,18.75016032793085,17.846187763095113,10.449458124945792,12.487833896832218,8.452365647620587,11.015854621763216,11.090601736228173,8.710855697216676,10.26652731694597,7.73326481415899,8.122870105868186,0.004901759076916027,0.006090459122168321,1.4586118844923992,0.0777551775147929,0.05846975539612802,3.8341992905138307,1774.0057038089492,658.9567786682824,1.875801235201013,0.015534618995008262,0.021153547790468716,2.8651817165958082,3606.0151771680844,1439.7978793223929,0.42166688174754335,0.013991225857957456,0.21411182301351991,6.287645096845462,0.31312331697476553,0.27467154478872857,0.26510385417077104,0.1826731443559172,0.20192203725391777,0.18435979986385598,0.19631576336169565,0.18502794883854357,0.22540194969749602,0.28975298722750165,0.40299775623861733,0.36468338569934466,0.12059389530677908,0.09628482947731319,0.12830685320914392,0.08468949184303702,0.09838657645612743,0.08462311029489375,0.0727422634075221,0.07052064999038317,0.07789899901043404,0.12950439399322658,0.13961633173199756,0.1681456901606292,0.0
0,-477.43496959048395,105.68051333016608,-4.4776171847262605,21.168582812094055,10.167118988538993,-2.5329664986697984,-17.058989424896538,-4.5607223138961706,-8.897218105177638,0.4071732772209193,-9.87502029715968,1.4550688440971922,-0.12161759993442983,50.27558260899622,25.47614075075217,18.349763389240994,14.251950982481015,9.98091264155375,11.763958436109958,13.451611080723689,12.330484672579225,15.226974515122327,9.393538099007369,8.818777253639723,8.093770345327053,7.113792166129137,0.007596676019591224,0.008352121980801451,1.111885098845971,0.08778705018939394,0.05126727757827405,1.1743277776947765,1894.5384431673583,702.9983212886564,0.4514594022434907,0.0229921644924318,0.030889520406110822,2.11956821518533,3965.412764115767,1752.8624026511568,0.05103918504531937,0.030012233253107576,0.4524437233516364,6.801255771076985,0.22772793398844005,0.21383011710170882,0.24335947480514372,0.22832061375600057,0.1998022107227046,0.17416487622832397,0.19515936929961814,0.20043751280554095,0.25103388943969696,0.3846032767042582,0.41828939882399657,0.23985623717369134,0.10775916912030943,0.10888188186102817,0.12536570008388984,0.13184926809682088,0.1063827215662074,0.10430381938198545,0.11630156549183424,0.09163329074079021,0.11124371206351175,0.19111959825481267,0.1975493225821238,0.10245059665173789,0.0
0,-571.8232252425089,111.05901835874084,15.179468391766068,11.313052106296453,2.257756764569584,5.966662146449456,-11.226134299898504,3.3314589110548716,-11.904920827606542,2.8399236374452035,-3.9835340067722345,6.151037011684086,-1.936745439146817,16.3542147205899,16.169372909928118,8.492589181748418,6.459492145600336,4.723355074698149,5.322959167972586,4.414685706404943,4.6414853885139715,3.8217698108538345,4.029505969429861,3.3489779804378372,2.994114442815809,3.7267622255673274,0.0007974310634786238,0.0002025971190159595,2.0320161876693335,0.07825689206178162,0.031727060985484,2.5286585563055093,2052.4551859768785,459.96537616489326,2.6588798607059947,0.024797828151890487,0.02970175599568871,5.33227707000029,5017.793221309267,1134.2016280792536,0.2272142941027839,0.000121228318859989,0.0005333303708166196,2.7571057654921676,0.2773486413912723,0.3858065951328615,0.25575767624121104,0.2792035215752285,0.30230749039500465,0.2863721234410619,0.2751983732199752,0.2726801902295165,0.2676274380886999,0.25384925575281614,0.31146312905192913,0.24417780703565206,0.02592868341270423,0.03829841042065401,0.01291849140701719,0.028000541206193125,0.03795852654079009,0.056642373278712944,0.040937749486631925,0.047472108960713466,0.021361559789581052,0.01691643077797085,0.042940945283207924,0.0206371967983371,0.0
0,-448.2212075893889,108.83053593477081,-10.602349089695512,28.489720443418005,8.504835416109906,-1.4612967452117358,-10.299313067375682,-0.14277933512370722,-12.06023214571527,-0.8570607896041098,-7.269976074110252,-0.11293379089909378,-2.6688553273883135,60.29494910146966,32.3183951749515,28.036266077709758,19.17073959109252,13.258025011328458,13.315687324012456,12.431007537218413,12.425824227815662,12.10182551276089,12.148403315551798,6.8562060831044915,7.531839344682506,7.180381880017525,0.008764883370789768,0.007511543112194351,0.9962735992858329,0.08699021645642202,0.08336617924539914,2.4544771553992275,1813.5725003513512,841.1098786072313,1.798441988962227,0.019546787146450865,0.04162077978564776,3.440033324449222,3472.821660872993,1590.3381649728174,0.9399841887188041,0.030346286759874525,0.40857143810575625,3.459308818917645,0.3987161585858509,0.35896871575299244,0.19544919261293528,0.1424506438339151,0.10627546802781984,0.12215608247158326,0.1797577538727744,0.16083591843400055,0.25410008578604404,0.32030327849880347,0.33006580530320284,0.34786432849380333,0.1478253047051694,0.1345562747499829,0.09296592551539454,0.06367006319441494,0.061377875542104644,0.066906579938458,0.09898160370923934,0.05799885911940982,0.1742983785229784,0.19328033947132675,0.12762903725345784,0.1186466140039949,1.0
0,-552.8209445571993,129.64160529537116,10.233345662315969,12.775814085672254,10.213659918425982,7.43793264445415,-4.459264432460273,4.804085865726326,-5.896828301067332,3.8504446773126553,0.571663904534632,4.569685344513073,-2.65242138306746,35.15583096222839,13.820849811858734,12.074656970018756,6.307668807634575,5.0597413189822005,6.036168605431416,5.870069512857607,5.93287792175981,6.137960702188603,5.598302174474392,4.407800085154994,3.3538423582539427,5.803035188715033,0.002442465158985126,0.0031304162969121347,3.0793730703370357,0.046274898616412215,0.017856869709811422,0.6192788072119662,1465.3734699912663,335.0581354166314,0.015813635804064096,0.007188054964485531,0.006325169799548692,1.2903722567139455,3058.372346135496,1113.0397081055175,0.4824308914805153,0.003636053334368621,0.0700215343237412,1.8054262788568411,0.28994987888725693,0.43087984493057246,0.3299669610514417,0.3491709512469434,0.26303551527355107,0.30637815925978007,0.2683692553173834,0.21314805945290868,0.1905871675943389,0.15570973213606015,0.19523899598069616,0.2409214252628261,0.0786988848456709,0.10986055760663804,0.06193318091817386,0.08677400926591095,0.07202871331987973,0.08738723750633381,0.08756636684968881,0.06679768630068492,0.051627850519079914,0.039450748144443146,0.0373153342402056,0.04512516139689192,0.0
0,-483.276698974276,101.4400703745083,-5.173734364407768,22.860557095526342,6.773252925537655,-7.136058041511695,-21.64441740348006,-2.9925296391407668,-8.234015181044981,-4.0955645323381775,-6.765646972864461,4.064905811854707,-3.9343646453713097,64.15833548104195,34.77250826683823,24.31448359752239,17.917404749787295,12.0167271748101,13.99172092196175,14.86891872343556,12.391745295038106,12.54151516895545,9.825273914992854,8.859798304227663,7.713534988231753,7.694808294756794,0.006714394450774451,0.00771291690823482,1.279383467774484,0.10719481870767494,0.08840413243568998,2.342264099681005,2072.7213449113756,962.8607456726374,1.655124216883966,0.02868346176658066,0.045099106704812195,2.771777610785603,4177.417102409001,1839.0765178182605,0.490282537971554,0.02416846145936373,0.373856689849792,2.890760427413259,0.25245543001000637,0.2323555185220702,0.2378246996078851,0.20208349059814304,0.18706903358706237,0.18348028105615788,0.1932078308494921,0.19977022859509708,0.2923915195344079,0.39684677737039303,0.40772487918790046,0.2696856446226493,0.10862050180613946,0.11360951092305138,0.12987841681584214,0.10987132733057794,0.08208892467086387,0.07235026186177103,0.08625355090998321,0.0829659211174238,0.09844373462954359,0.16839736240134312,0.1635617725469208,0.11085303952526572,0.0
0,-536.6694297602404,113.08659506750728,9.407533157532747,19.87322882582805,8.926366405579405,3.690005568942665,-11.325101292799658,4.092388841774678,-9.700089394444257,4.41697173393855,-3.8794992709879783,3.969455183134261,-2.9233366986391855,48.135890831014585,23.428501897147306,15.62978792279992,11.574441471471518,5.6048163984718204,6.9714720455216055,8.410433757733085,6.718493622651812,6.147026262727548,7.806097545410094,4.773924760487894,5.602570433992848,4.756294967937221,0.0019636463287660377,0.002307865685997487,2.6352529007587826,0.08143981073943662,0.040647393952766245,1.1053996520920992,1906.5350793867601,558.5424514055937,0.1830615182507032,0.020475754706090008,0.019169246654779672,1.7897412730531217,4289.3837340448945,1574.8690568295267,-0.1427587694683969,0.0021025817950387007,0.034889967886898014,8.567001298848249,0.30893617412246926,0.3677705181080207,0.335723614253965,0.2543321888449689,0.2540657152607395,0.20868843914788854,0.2588046393086326,0.24119710824616025,0.27432262157792625,0.26996476484798837,0.3166384225478439,0.2481556871344093,0.07733495037481923,0.07680755117083568,0.07288892443737559,0.04859801987662592,0.05278578297755826,0.038603324032598904,0.060026763133292686,0.05178431081525473,0.08174832859046732,0.07807395220195358,0.06493942927422847,0.0395655012393256,0.0
0,-502.4130177788266,136.08842093573793,17.967490326043134,21.495744889261736,8.51378814715462,-6.9090464301894245,-24.283873860263597,-9.56798186979027,-13.82965287525483,2.4272077211949745,-14.56661967685795,-2.038247629262169,3.8142372981268338,28.753530667719705,14.488263265673131,14.13868269715904,6.116455713384482,5.1117112712036255,6.073092927438075,6.739772350328542,6.363606354670416,4.061379487075061,4.557992740151693,4.182632810225748,5.039107190878116,6.6728215597982325,0.00525413708619685,0.0011629053872363926,-0.06543718208620314,0.044921875,0.009670557773602715,-0.4843035489959133,1222.0544779501074,297.02409764732874,1.1204764194136136,0.002532795574935916,0.004043390998974897,3.0851875371690403,2151.9744873046875,947.1693608981426,1.308041530852648,0.006744430493826848,0.042042651676047225,1.0724428240503259,0.20510865186983102,0.24851686627469957,0.20096323177242958,0.14718188773119928,0.03190693167603595,0.012599412126808113,0.12705062451073007,0.24079869498040468,0.5324965946775713,0.5658940691938874,0.3528867647035546,0.17179905902024065,0.010045012705175256,0.011934726199114594,0.005728416537761306,0.020260579398328198,0.005236887754954707,0.005499391566018696,0.003620022542377961,0.011339350733204965,0.0019658835565242176,0.004483059127168181,0.006343743223914051,0.005958013407535331,0.0
